,date,pm25,pm10,SO2,CO,Ozone,ID,Tag
725,2020-09-12,62.75,89.35,32.33,2.45,39.46,Anand_Vihar,Delhi_DPCC
726,2020-09-14,84.95,103.43,26.01,3.59,39.23,Anand_Vihar,Delhi_DPCC
727,2020-09-16,69.47,190.53,26.79,1.7,30.29,Anand_Vihar,Delhi_DPCC
728,2020-09-18,27.54,140.54,21.9,1.86,30.81,Anand_Vihar,Delhi_DPCC
729,2020-09-20,52.89,186.57,58.29,1.61,61.71,Anand_Vihar,Delhi_DPCC
730,2020-09-22,24.89,96.38,35.32,2.01,30.25,Anand_Vihar,Delhi_DPCC
731,2020-09-24,31.0,104.04,27.11,2.27,24.9,Anand_Vihar,Delhi_DPCC
732,2020-09-26,53.31,216.86,21.41,2.22,20.78,Anand_Vihar,Delhi_DPCC
733,2020-09-28,46.64,227.75,17.58,2.53,25.91,Anand_Vihar,Delhi_DPCC
734,2020-09-30,41.14,200.48,17.2,1.26,29.95,Anand_Vihar,Delhi_DPCC
735,2020-10-02,,217.17,12.2,1.69,33.1,Anand_Vihar,Delhi_DPCC
736,2020-10-04,71.06,235.03,19.46,2.64,32.57,Anand_Vihar,Delhi_DPCC
737,2020-10-06,70.95,242.93,20.93,2.64,27.88,Anand_Vihar,Delhi_DPCC
738,2020-10-08,78.14,241.2,24.78,2.33,35.16,Anand_Vihar,Delhi_DPCC
739,2020-10-10,95.53,237.4,25.86,2.1,40.67,Anand_Vihar,Delhi_DPCC
740,2020-10-12,171.16,328.46,45.09,2.97,49.44,Anand_Vihar,Delhi_DPCC
741,2020-10-14,137.6,289.71,41.1,2.71,37.34,Anand_Vihar,Delhi_DPCC
742,2020-10-16,131.31,291.49,27.14,2.92,32.69,Anand_Vihar,Delhi_DPCC
743,2020-10-18,109.3,280.52,11.69,2.18,28.42,Anand_Vihar,Delhi_DPCC
744,2020-10-20,100.55,307.77,24.89,2.9,29.73,Anand_Vihar,Delhi_DPCC
745,2020-10-22,204.54,431.62,23.91,3.88,28.93,Anand_Vihar,Delhi_DPCC
746,2020-10-24,257.94,493.19,15.3,4.06,33.28,Anand_Vihar,Delhi_DPCC
747,2020-10-26,249.48,460.91,16.97,3.71,57.28,Anand_Vihar,Delhi_DPCC
748,2020-10-28,213.41,450.52,17.79,3.79,26.74,Anand_Vihar,Delhi_DPCC
749,2020-10-30,245.32,581.21,14.53,4.69,28.3,Anand_Vihar,Delhi_DPCC
750,2020-11-01,307.15,502.02,16.34,3.49,28.4,Anand_Vihar,Delhi_DPCC
751,2020-11-03,171.83,402.81,18.32,4.37,24.84,Anand_Vihar,Delhi_DPCC
752,2020-11-05,320.97,555.23,18.8,4.29,24.3,Anand_Vihar,Delhi_DPCC
753,2020-11-07,372.3,604.15,15.44,3.91,31.18,Anand_Vihar,Delhi_DPCC
754,2020-11-09,559.95,731.96,16.66,5.22,24.81,Anand_Vihar,Delhi_DPCC
755,2020-11-11,272.14,522.45,26.27,4.39,40.09,Anand_Vihar,Delhi_DPCC
756,2020-11-13,291.94,521.62,10.61,4.33,37.69,Anand_Vihar,Delhi_DPCC
757,2020-11-15,298.01,342.26,21.34,2.67,52.1,Anand_Vihar,Delhi_DPCC
758,2020-11-17,88.29,204.0,8.7,2.35,18.14,Anand_Vihar,Delhi_DPCC
759,2020-11-19,197.49,319.24,14.89,2.38,24.88,Anand_Vihar,Delhi_DPCC
760,2020-11-21,115.25,238.9,9.7,2.41,31.78,Anand_Vihar,Delhi_DPCC
761,2020-11-23,227.46,420.95,32.94,4.21,39.62,Anand_Vihar,Delhi_DPCC
762,2020-11-25,322.77,476.16,37.15,2.9,52.23,Anand_Vihar,Delhi_DPCC
763,2020-11-27,75.12,188.64,11.77,2.29,18.39,Anand_Vihar,Delhi_DPCC
764,2020-11-29,173.28,320.15,13.16,3.81,20.04,Anand_Vihar,Delhi_DPCC
765,2020-12-03,221.95,392.23,12.84,3.87,18.67,Anand_Vihar,Delhi_DPCC
766,2020-12-05,283.09,387.5,7.39,2.6,36.16,Anand_Vihar,Delhi_DPCC
767,2020-12-07,325.58,445.38,15.88,4.54,20.01,Anand_Vihar,Delhi_DPCC
768,2020-12-11,199.57,282.17,25.4,2.97,20.78,Anand_Vihar,Delhi_DPCC
769,2020-12-13,128.16,155.98,12.75,1.98,21.6,Anand_Vihar,Delhi_DPCC
770,2020-12-15,153.68,179.12,20.87,2.08,26.79,Anand_Vihar,Delhi_DPCC
771,2020-12-17,156.91,193.41,10.7,2.33,26.74,Anand_Vihar,Delhi_DPCC
772,2020-12-19,167.97,258.31,18.61,3.19,26.92,Anand_Vihar,Delhi_DPCC
773,2020-12-21,274.93,384.39,22.06,4.1,22.44,Anand_Vihar,Delhi_DPCC
774,2020-12-23,422.37,524.79,20.05,5.52,23.43,Anand_Vihar,Delhi_DPCC
775,2020-12-25,230.69,304.02,13.45,3.28,21.02,Anand_Vihar,Delhi_DPCC
776,2020-12-27,269.5,324.29,13.54,2.63,29.22,Anand_Vihar,Delhi_DPCC
777,2020-12-29,142.9,238.29,16.3,2.12,33.61,Anand_Vihar,Delhi_DPCC
778,2020-12-31,303.27,349.63,14.99,3.32,26.34,Anand_Vihar,Delhi_DPCC
779,2021-01-02,314.25,398.5,34.9,3.05,28.77,Anand_Vihar,Delhi_DPCC
780,2021-01-04,112.43,,19.93,2.33,29.29,Anand_Vihar,Delhi_DPCC
781,2021-01-06,145.94,245.07,21.23,2.26,33.78,Anand_Vihar,Delhi_DPCC
782,2021-01-08,208.98,318.94,20.32,2.23,20.12,Anand_Vihar,Delhi_DPCC
783,2021-01-10,135.55,200.28,12.37,2.06,20.99,Anand_Vihar,Delhi_DPCC
784,2021-01-12,192.56,258.19,14.74,2.59,16.91,Anand_Vihar,Delhi_DPCC
785,2021-01-14,459.22,551.15,37.4,4.07,32.74,Anand_Vihar,Delhi_DPCC
786,2021-01-16,344.62,389.71,19.05,3.2,13.71,Anand_Vihar,Delhi_DPCC
787,2021-01-18,255.96,343.45,24.28,3.5,27.39,Anand_Vihar,Delhi_DPCC
788,2016-11-04,488.29,,,,,DTU,NewDelhi_CPCB
789,2016-11-06,966.43,,,,,DTU,NewDelhi_CPCB
790,2016-11-08,458.11,,,,,DTU,NewDelhi_CPCB
791,2016-11-10,397.73,,,,,DTU,NewDelhi_CPCB
792,2016-11-12,335.96,,,,,DTU,NewDelhi_CPCB
793,2016-11-14,232.89,,,,,DTU,NewDelhi_CPCB
794,2016-11-16,349.1,,,,,DTU,NewDelhi_CPCB
795,2016-11-18,250.99,,,,,DTU,NewDelhi_CPCB
796,2016-11-22,198.91,,,,,DTU,NewDelhi_CPCB
797,2016-11-24,288.24,,,,,DTU,NewDelhi_CPCB
798,2016-11-26,121.27,,,,,DTU,NewDelhi_CPCB
799,2016-11-28,464.42,,,,,DTU,NewDelhi_CPCB
800,2016-11-30,300.33,,,,,DTU,NewDelhi_CPCB
801,2016-12-02,320.66,,,,,DTU,NewDelhi_CPCB
802,2016-12-04,300.52,,,,,DTU,NewDelhi_CPCB
803,2016-12-06,446.74,,,,,DTU,NewDelhi_CPCB
804,2016-12-08,383.8,,,,,DTU,NewDelhi_CPCB
805,2016-12-10,282.92,,,,,DTU,NewDelhi_CPCB
806,2016-12-12,276.44,,,,,DTU,NewDelhi_CPCB
807,2016-12-14,174.26,,,,,DTU,NewDelhi_CPCB
808,2016-12-16,258.92,,,,,DTU,NewDelhi_CPCB
809,2016-12-18,260.65,,,,,DTU,NewDelhi_CPCB
810,2016-12-20,216.95,,,,,DTU,NewDelhi_CPCB
811,2016-12-22,244.21,,,,,DTU,NewDelhi_CPCB
812,2016-12-24,450.82,,,,,DTU,NewDelhi_CPCB
813,2016-12-26,205.47,,,,,DTU,NewDelhi_CPCB
814,2016-12-28,329.79,,,,,DTU,NewDelhi_CPCB
815,2016-12-30,269.1,,,,,DTU,NewDelhi_CPCB
816,2017-01-01,232.22,,,,,DTU,NewDelhi_CPCB
817,2017-01-03,287.74,,,,,DTU,NewDelhi_CPCB
818,2017-01-05,239.7,,,,,DTU,NewDelhi_CPCB
819,2017-01-07,150.97,,,,,DTU,NewDelhi_CPCB
820,2017-01-09,146.32,,,,,DTU,NewDelhi_CPCB
821,2017-01-11,214.36,,,,,DTU,NewDelhi_CPCB
822,2017-01-13,303.96,,,,,DTU,NewDelhi_CPCB
823,2017-01-15,266.99,,,,,DTU,NewDelhi_CPCB
824,2017-01-17,142.52,,,,,DTU,NewDelhi_CPCB
825,2017-01-19,161.82,,,,,DTU,NewDelhi_CPCB
826,2017-01-21,300.01,,,,,DTU,NewDelhi_CPCB
827,2017-01-23,183.24,,,,,DTU,NewDelhi_CPCB
828,2017-01-25,225.46,,,,,DTU,NewDelhi_CPCB
829,2017-01-27,79.61,,,,,DTU,NewDelhi_CPCB
830,2017-01-29,136.71,,,,,DTU,NewDelhi_CPCB
831,2017-01-31,238.4,,,,,DTU,NewDelhi_CPCB
832,2017-02-02,224.7,,,,,DTU,NewDelhi_CPCB
833,2017-02-04,234.95,,,,,DTU,NewDelhi_CPCB
834,2017-02-06,159.67,,,,,DTU,NewDelhi_CPCB
835,2017-02-08,167.82,,,,,DTU,NewDelhi_CPCB
836,2017-02-10,156.74,,,,,DTU,NewDelhi_CPCB
837,2017-02-12,155.04,,,,,DTU,NewDelhi_CPCB
838,2017-02-14,204.94,,,,,DTU,NewDelhi_CPCB
839,2017-02-16,159.1,,,,,DTU,NewDelhi_CPCB
840,2017-02-18,159.44,,,,,DTU,NewDelhi_CPCB
841,2017-02-20,170.39,,,,,DTU,NewDelhi_CPCB
842,2017-02-22,134.92,,,,,DTU,NewDelhi_CPCB
843,2017-02-24,80.96,,,,,DTU,NewDelhi_CPCB
844,2017-02-26,134.32,,,,,DTU,NewDelhi_CPCB
845,2017-02-28,188.66,,,,,DTU,NewDelhi_CPCB
846,2017-03-02,111.9,,,,,DTU,NewDelhi_CPCB
847,2017-03-04,113.64,,,,,DTU,NewDelhi_CPCB
848,2017-03-06,131.08,,,,,DTU,NewDelhi_CPCB
849,2017-03-08,59.06,,,,,DTU,NewDelhi_CPCB
850,2017-03-10,47.42,,,,,DTU,NewDelhi_CPCB
851,2017-03-12,68.94,,,,,DTU,NewDelhi_CPCB
852,2017-03-14,88.39,,,,,DTU,NewDelhi_CPCB
853,2017-03-16,137.8,,,,,DTU,NewDelhi_CPCB
854,2017-03-18,111.11,,,,,DTU,NewDelhi_CPCB
855,2017-03-20,156.52,,,,,DTU,NewDelhi_CPCB
856,2017-03-22,169.91,,,,,DTU,NewDelhi_CPCB
857,2017-03-24,119.17,,,,,DTU,NewDelhi_CPCB
858,2017-03-26,108.65,,,,,DTU,NewDelhi_CPCB
859,2017-03-28,149.35,,,,,DTU,NewDelhi_CPCB
860,2017-04-01,132.52,,,,,DTU,NewDelhi_CPCB
861,2017-04-03,119.56,,,,,DTU,NewDelhi_CPCB
862,2017-04-05,45.69,,,,,DTU,NewDelhi_CPCB
863,2017-04-07,145.61,,,,,DTU,NewDelhi_CPCB
864,2017-04-09,35.58,,,,,DTU,NewDelhi_CPCB
865,2017-04-11,74.47,,,,,DTU,NewDelhi_CPCB
866,2017-04-13,173.53,,,,,DTU,NewDelhi_CPCB
867,2017-04-15,183.01,,,,,DTU,NewDelhi_CPCB
868,2017-04-17,121.84,,,,,DTU,NewDelhi_CPCB
869,2017-04-19,108.11,,,,,DTU,NewDelhi_CPCB
870,2017-04-21,115.72,,,,,DTU,NewDelhi_CPCB
871,2017-04-23,91.11,,,,,DTU,NewDelhi_CPCB
872,2017-04-25,80.85,,,,,DTU,NewDelhi_CPCB
873,2017-04-27,77.77,,,,,DTU,NewDelhi_CPCB
874,2017-04-29,107.97,,,,,DTU,NewDelhi_CPCB
875,2017-05-01,73.09,,,,,DTU,NewDelhi_CPCB
876,2017-05-03,139.61,,,,,DTU,NewDelhi_CPCB
877,2017-05-07,33.5,,,,,DTU,NewDelhi_CPCB
878,2017-05-13,166.67,,,,,DTU,NewDelhi_CPCB
879,2017-05-15,70.31,,,,,DTU,NewDelhi_CPCB
880,2017-05-17,87.71,,,,,DTU,NewDelhi_CPCB
881,2017-05-19,106.7,,,,,DTU,NewDelhi_CPCB
882,2017-05-21,122.61,,,,,DTU,NewDelhi_CPCB
883,2017-05-23,145.39,,,,,DTU,NewDelhi_CPCB
884,2017-05-25,90.51,,,,,DTU,NewDelhi_CPCB
885,2017-05-27,55.36,,,,,DTU,NewDelhi_CPCB
886,2017-05-29,50.25,,,,,DTU,NewDelhi_CPCB
887,2017-05-31,65.96,,,,,DTU,NewDelhi_CPCB
888,2017-06-02,138.3,,,,,DTU,NewDelhi_CPCB
889,2017-06-04,110.45,,,,,DTU,NewDelhi_CPCB
890,2017-06-08,54.89,,,,,DTU,NewDelhi_CPCB
891,2017-06-10,82.91,,,,,DTU,NewDelhi_CPCB
892,2017-06-12,87.79,,,,,DTU,NewDelhi_CPCB
893,2017-06-14,65.93,,,,,DTU,NewDelhi_CPCB
894,2017-06-16,52.41,,,,,DTU,NewDelhi_CPCB
895,2017-06-18,76.03,,,,,DTU,NewDelhi_CPCB
896,2017-06-20,27.91,,,,,DTU,NewDelhi_CPCB
897,2017-06-22,56.7,,,,,DTU,NewDelhi_CPCB
898,2017-06-24,87.0,,,,,DTU,NewDelhi_CPCB
899,2017-06-26,51.07,,,,,DTU,NewDelhi_CPCB
900,2017-06-28,28.62,,,,,DTU,NewDelhi_CPCB
901,2017-06-30,42.33,,,,,DTU,NewDelhi_CPCB
902,2017-07-02,39.34,,,,,DTU,NewDelhi_CPCB
903,2017-07-04,54.5,,,,,DTU,NewDelhi_CPCB
904,2017-07-06,49.12,,,,,DTU,NewDelhi_CPCB
905,2017-07-08,45.57,,,,,DTU,NewDelhi_CPCB
906,2017-09-08,52.55,,,,,DTU,NewDelhi_CPCB
907,2017-09-14,59.56,,,,,DTU,NewDelhi_CPCB
908,2017-09-16,4.33,,,,,DTU,NewDelhi_CPCB
909,2017-09-18,4.91,,,,,DTU,NewDelhi_CPCB
910,2017-09-20,9.89,,,,,DTU,NewDelhi_CPCB
911,2017-10-02,12.67,,,,,DTU,NewDelhi_CPCB
912,2017-10-04,30.5,,,,,DTU,NewDelhi_CPCB
913,2017-10-06,12.79,,,,,DTU,NewDelhi_CPCB
914,2017-10-08,21.33,,,,,DTU,NewDelhi_CPCB
915,2017-10-30,5.69,,,,,DTU,NewDelhi_CPCB
916,2017-11-01,265.01,,,,,DTU,NewDelhi_CPCB
917,2017-11-03,268.01,,,,,DTU,NewDelhi_CPCB
918,2017-11-05,231.67,,,,,DTU,NewDelhi_CPCB
919,2017-11-07,740.99,,,,,DTU,NewDelhi_CPCB
920,2017-11-09,634.77,,,,,DTU,NewDelhi_CPCB
921,2017-11-11,536.08,,,,,DTU,NewDelhi_CPCB
922,2017-11-13,517.47,,,,,DTU,NewDelhi_CPCB
923,2017-11-15,301.81,,,,,DTU,NewDelhi_CPCB
924,2017-11-17,203.08,,,,,DTU,NewDelhi_CPCB
925,2017-11-19,164.84,,,,,DTU,NewDelhi_CPCB
926,2017-11-21,295.69,,,,,DTU,NewDelhi_CPCB
927,2017-11-23,286.85,,,,,DTU,NewDelhi_CPCB
928,2017-11-25,301.93,,,,,DTU,NewDelhi_CPCB
929,2017-11-27,303.71,,,,,DTU,NewDelhi_CPCB
930,2017-11-29,378.75,,,,,DTU,NewDelhi_CPCB
931,2017-12-01,303.52,,,,,DTU,NewDelhi_CPCB
932,2017-12-03,396.84,,,,,DTU,NewDelhi_CPCB
933,2017-12-05,333.15,,,,,DTU,NewDelhi_CPCB
934,2017-12-07,119.5,,,,,DTU,NewDelhi_CPCB
935,2017-12-09,277.38,,,,,DTU,NewDelhi_CPCB
936,2017-12-11,374.0,,,,,DTU,NewDelhi_CPCB
937,2017-12-13,214.46,,,,,DTU,NewDelhi_CPCB
938,2017-12-15,159.72,,,,,DTU,NewDelhi_CPCB
939,2017-12-17,180.26,,,,,DTU,NewDelhi_CPCB
940,2017-12-19,292.14,,,,,DTU,NewDelhi_CPCB
941,2017-12-21,405.52,,,,,DTU,NewDelhi_CPCB
942,2017-12-23,211.31,,,,,DTU,NewDelhi_CPCB
943,2017-12-25,368.62,,,,,DTU,NewDelhi_CPCB
944,2017-12-27,334.89,,,,,DTU,NewDelhi_CPCB
945,2017-12-29,282.7,,,,,DTU,NewDelhi_CPCB
946,2017-12-31,348.71,,,,,DTU,NewDelhi_CPCB
947,2018-01-02,274.29,,,,,DTU,NewDelhi_CPCB
948,2018-01-04,361.02,,,,,DTU,NewDelhi_CPCB
949,2018-01-06,424.77,,,,,DTU,NewDelhi_CPCB
950,2018-01-08,287.31,,,,,DTU,NewDelhi_CPCB
951,2018-01-10,326.25,,,,,DTU,NewDelhi_CPCB
952,2018-01-12,297.3,,,,,DTU,NewDelhi_CPCB
953,2018-01-14,340.76,,,,,DTU,NewDelhi_CPCB
954,2018-01-16,222.93,,,,,DTU,NewDelhi_CPCB
955,2018-01-18,417.27,,,,,DTU,NewDelhi_CPCB
956,2018-01-20,259.57,,,,,DTU,NewDelhi_CPCB
957,2018-01-22,272.95,,,,,DTU,NewDelhi_CPCB
958,2018-01-24,166.56,,,,,DTU,NewDelhi_CPCB
959,2018-01-26,131.0,,,,,DTU,NewDelhi_CPCB
960,2018-01-28,146.64,,,,,DTU,NewDelhi_CPCB
961,2018-01-30,184.22,,,,,DTU,NewDelhi_CPCB
962,2018-02-01,250.5,,,,,DTU,NewDelhi_CPCB
963,2018-02-05,159.09,,,,,DTU,NewDelhi_CPCB
964,2018-02-07,167.79,,,,,DTU,NewDelhi_CPCB
965,2018-02-09,306.65,,,,,DTU,NewDelhi_CPCB
966,2018-02-11,134.89,,,,,DTU,NewDelhi_CPCB
967,2018-02-13,119.17,,,,,DTU,NewDelhi_CPCB
968,2018-02-15,135.23,,,,,DTU,NewDelhi_CPCB
969,2018-02-17,164.79,,,,,DTU,NewDelhi_CPCB
970,2018-02-19,219.28,,,,,DTU,NewDelhi_CPCB
971,2018-02-21,198.38,,,,,DTU,NewDelhi_CPCB
972,2018-02-23,172.08,,,,,DTU,NewDelhi_CPCB
973,2018-02-25,90.76,,,,,DTU,NewDelhi_CPCB
974,2018-02-27,115.91,,,,,DTU,NewDelhi_CPCB
975,2018-03-01,154.52,,,,,DTU,NewDelhi_CPCB
976,2018-03-03,121.96,,,,,DTU,NewDelhi_CPCB
977,2018-03-05,94.97,,,,,DTU,NewDelhi_CPCB
978,2018-03-07,127.28,,,,,DTU,NewDelhi_CPCB
979,2018-03-09,132.73,,,,,DTU,NewDelhi_CPCB
980,2018-03-11,122.35,,,,,DTU,NewDelhi_CPCB
981,2018-03-13,151.51,,,,,DTU,NewDelhi_CPCB
982,2018-03-15,127.33,,,,,DTU,NewDelhi_CPCB
983,2018-03-17,123.09,,,,,DTU,NewDelhi_CPCB
984,2018-03-19,105.98,,,,,DTU,NewDelhi_CPCB
985,2018-03-21,120.23,,,,,DTU,NewDelhi_CPCB
986,2018-03-23,76.21,,,,,DTU,NewDelhi_CPCB
987,2018-03-25,100.39,,,,,DTU,NewDelhi_CPCB
988,2018-03-27,183.41,,,,,DTU,NewDelhi_CPCB
989,2018-03-29,121.99,336.4,,,0.04,DTU,NewDelhi_CPCB
990,2018-03-31,44.01,377.09,,,,DTU,NewDelhi_CPCB
991,2018-04-02,63.89,363.29,,,,DTU,NewDelhi_CPCB
992,2018-04-04,156.76,399.03,5.19,,1.88,DTU,NewDelhi_CPCB
993,2018-04-06,111.55,322.36,18.85,10.15,6.55,DTU,NewDelhi_CPCB
994,2018-04-08,47.78,171.85,11.69,6.71,8.78,DTU,NewDelhi_CPCB
995,2018-04-10,103.54,316.76,16.74,12.08,12.65,DTU,NewDelhi_CPCB
996,2018-04-12,47.52,115.0,18.76,6.73,4.52,DTU,NewDelhi_CPCB
997,2018-04-14,125.05,265.19,28.44,10.47,8.65,DTU,NewDelhi_CPCB
998,2018-04-16,77.0,349.18,39.95,13.65,10.56,DTU,NewDelhi_CPCB
999,2018-04-18,67.55,320.42,7.89,6.83,6.96,DTU,NewDelhi_CPCB
1000,2018-04-20,79.97,478.53,8.37,6.99,14.62,DTU,NewDelhi_CPCB
1001,2018-04-22,47.91,205.26,7.33,4.59,6.18,DTU,NewDelhi_CPCB
1002,2018-04-26,124.9,451.74,,,,DTU,NewDelhi_CPCB
1003,2018-04-28,76.14,372.66,8.91,8.37,9.95,DTU,NewDelhi_CPCB
1004,2018-04-30,91.45,247.47,9.76,10.55,12.88,DTU,NewDelhi_CPCB
1005,2018-05-02,54.57,290.94,5.06,5.69,8.58,DTU,NewDelhi_CPCB
1006,2018-05-04,38.41,134.18,6.63,6.51,9.22,DTU,NewDelhi_CPCB
1007,2018-05-06,123.01,336.47,10.86,13.19,13.66,DTU,NewDelhi_CPCB
1008,2018-05-08,51.42,162.2,4.97,4.89,5.89,DTU,NewDelhi_CPCB
1009,2018-05-10,134.48,300.07,9.5,16.84,15.59,DTU,NewDelhi_CPCB
1010,2018-05-12,,378.36,17.79,18.65,15.6,DTU,NewDelhi_CPCB
1011,2018-05-14,42.28,172.12,11.41,7.46,7.49,DTU,NewDelhi_CPCB
1012,2018-05-16,34.59,215.09,9.23,4.83,5.86,DTU,NewDelhi_CPCB
1013,2018-05-18,92.35,252.88,12.33,0.78,11.8,DTU,NewDelhi_CPCB
1014,2018-05-20,92.24,244.75,6.11,0.77,6.24,DTU,NewDelhi_CPCB
1015,2018-05-22,89.93,279.86,6.85,0.84,11.05,DTU,NewDelhi_CPCB
1016,2018-05-24,87.79,277.1,6.22,0.97,5.18,DTU,NewDelhi_CPCB
1017,2018-05-26,98.94,248.76,6.67,0.9,4.22,DTU,NewDelhi_CPCB
1018,2018-05-28,98.38,329.08,7.14,1.18,12.84,DTU,NewDelhi_CPCB
1019,2018-05-30,48.91,315.62,6.73,0.65,10.4,DTU,NewDelhi_CPCB
1020,2018-06-01,69.6,254.97,7.45,0.71,4.11,DTU,NewDelhi_CPCB
1021,2018-06-03,53.99,168.47,7.01,0.67,5.22,DTU,NewDelhi_CPCB
1022,2018-06-05,48.18,168.01,7.42,0.65,4.28,DTU,NewDelhi_CPCB
1023,2018-06-07,79.78,205.32,8.21,0.88,6.21,DTU,NewDelhi_CPCB
1024,2018-06-09,41.73,166.42,8.27,0.64,3.8,DTU,NewDelhi_CPCB
1025,2018-06-11,66.41,370.89,8.78,0.58,7.71,DTU,NewDelhi_CPCB
1026,2018-06-13,247.84,795.45,8.49,0.38,5.85,DTU,NewDelhi_CPCB
1027,2018-06-15,130.84,783.85,4.19,0.3,12.49,DTU,NewDelhi_CPCB
1028,2018-06-17,63.28,274.84,1.64,0.28,8.17,DTU,NewDelhi_CPCB
1029,2018-06-19,44.62,162.28,1.1,0.37,12.48,DTU,NewDelhi_CPCB
1030,2018-06-21,96.96,327.62,0.41,0.55,15.01,DTU,NewDelhi_CPCB
1031,2018-06-23,76.26,279.83,3.41,0.78,9.34,DTU,NewDelhi_CPCB
1032,2018-06-25,55.82,317.67,3.63,0.48,12.47,DTU,NewDelhi_CPCB
1033,2018-07-03,36.51,104.94,4.8,0.5,9.46,DTU,NewDelhi_CPCB
1034,2018-07-05,42.52,138.33,4.73,0.47,9.45,DTU,NewDelhi_CPCB
1035,2018-07-07,61.69,171.6,4.69,0.52,9.45,DTU,NewDelhi_CPCB
1036,2018-07-09,67.42,171.27,5.03,0.67,13.22,DTU,NewDelhi_CPCB
1037,2018-07-11,36.88,98.17,5.11,0.57,10.04,DTU,NewDelhi_CPCB
1038,2018-07-13,25.57,55.17,4.94,0.58,12.22,DTU,NewDelhi_CPCB
1039,2018-07-15,45.47,86.84,5.55,0.54,10.49,DTU,NewDelhi_CPCB
1040,2018-07-17,48.62,96.11,5.22,0.56,11.33,DTU,NewDelhi_CPCB
1041,2018-07-19,25.4,74.65,5.84,0.4,8.66,DTU,NewDelhi_CPCB
1042,2018-07-21,41.38,83.8,6.25,0.39,9.96,DTU,NewDelhi_CPCB
1043,2018-07-23,27.31,68.51,6.32,0.16,9.08,DTU,NewDelhi_CPCB
1044,2018-07-25,17.12,71.06,5.05,0.12,8.65,DTU,NewDelhi_CPCB
1045,2018-07-27,8.06,18.64,8.33,0.16,9.51,DTU,NewDelhi_CPCB
1046,2018-07-29,47.89,130.91,8.28,0.16,9.35,DTU,NewDelhi_CPCB
1047,2018-07-31,41.2,164.16,8.55,0.19,8.53,DTU,NewDelhi_CPCB
1048,2018-08-02,63.72,298.9,1.07,0.2,2.32,DTU,NewDelhi_CPCB
1049,2018-08-04,58.51,309.01,1.79,0.21,3.3,DTU,NewDelhi_CPCB
1050,2018-08-06,37.93,119.19,1.61,0.23,3.3,DTU,NewDelhi_CPCB
1051,2018-08-08,32.86,81.72,,0.39,30.05,DTU,NewDelhi_CPCB
1052,2018-08-10,45.06,129.36,1.44,0.76,27.39,DTU,NewDelhi_CPCB
1053,2018-08-12,18.32,89.65,1.14,0.76,18.78,DTU,NewDelhi_CPCB
1054,2018-08-14,42.03,115.84,2.11,0.42,21.81,DTU,NewDelhi_CPCB
1055,2018-08-16,39.69,95.39,2.21,0.58,32.81,DTU,NewDelhi_CPCB
1056,2018-08-18,31.76,74.07,1.55,0.42,33.45,DTU,NewDelhi_CPCB
1057,2018-08-20,56.08,110.7,0.99,0.75,38.86,DTU,NewDelhi_CPCB
1058,2018-08-22,32.4,88.67,4.66,0.75,34.81,DTU,NewDelhi_CPCB
1059,2018-08-24,20.65,91.24,17.71,0.52,12.59,DTU,NewDelhi_CPCB
1060,2018-08-26,1.26,73.73,17.02,0.4,11.07,DTU,NewDelhi_CPCB
1061,2018-08-28,20.45,40.08,17.28,0.57,6.25,DTU,NewDelhi_CPCB
1062,2018-08-30,30.42,83.22,9.19,0.96,6.82,DTU,NewDelhi_CPCB
1063,2018-09-01,42.73,108.26,2.96,0.62,13.03,DTU,NewDelhi_CPCB
1064,2018-09-03,31.1,54.96,3.03,0.62,12.78,DTU,NewDelhi_CPCB
1065,2018-09-05,34.52,94.0,3.63,0.66,13.67,DTU,NewDelhi_CPCB
1066,2018-09-07,24.25,56.28,6.05,0.55,13.89,DTU,NewDelhi_CPCB
1067,2018-09-09,23.41,51.48,8.64,0.4,11.86,DTU,NewDelhi_CPCB
1068,2018-09-11,22.72,73.83,6.93,0.35,15.42,DTU,NewDelhi_CPCB
1069,2018-09-13,25.26,134.14,9.01,0.33,18.4,DTU,NewDelhi_CPCB
1070,2018-09-15,34.33,124.01,8.09,0.43,17.61,DTU,NewDelhi_CPCB
1071,2018-09-17,47.5,155.33,7.62,0.47,20.01,DTU,NewDelhi_CPCB
1072,2018-09-19,55.01,179.92,8.25,0.56,25.23,DTU,NewDelhi_CPCB
1073,2018-09-21,45.88,124.94,8.84,0.5,22.04,DTU,NewDelhi_CPCB
1074,2018-09-23,34.38,61.24,7.64,0.34,22.44,DTU,NewDelhi_CPCB
1075,2018-09-25,17.35,35.15,6.74,0.39,18.68,DTU,NewDelhi_CPCB
1076,2018-09-27,70.01,158.22,7.23,0.93,21.64,DTU,NewDelhi_CPCB
1077,2018-09-29,77.69,212.43,6.52,0.9,34.07,DTU,NewDelhi_CPCB
1078,2018-10-01,66.5,180.24,6.32,0.64,20.83,DTU,NewDelhi_CPCB
1079,2018-10-03,63.53,190.73,6.83,0.77,21.04,DTU,NewDelhi_CPCB
1080,2018-10-05,117.87,275.51,6.46,1.21,22.53,DTU,NewDelhi_CPCB
1081,2018-10-07,84.28,229.34,5.59,0.78,22.24,DTU,NewDelhi_CPCB
1082,2018-10-09,101.09,331.23,6.7,1.07,31.08,DTU,NewDelhi_CPCB
1083,2018-10-11,75.04,575.26,6.26,0.7,21.94,DTU,NewDelhi_CPCB
